Gene Information					FPKM					
Track_id	Gene_Name	Locus	Strand	Gene_Type	S1	S2	S3	S4	S5	S6
ENSSSCG00000004249	CEP85L	chr1:43392645-43563695	+	protein_coding	2.104593	2.623217	2.481122	2.806518	2.896785	2.936331
ENSSSCG00000004250	SLC35F1	chr1:43653456-43837393	-	protein_coding	1.743047	1.674065	1.946092	1.557231	1.338011	1.229644
ENSSSCG00000004253	-	chr1:44239383-44287198	+	protein_coding	1.721221349	3.142159547	2.918579232	4.229640364	3.405773034	2.904214026
ENSSSCG00000004254	DCBLD1	chr1:44276675-44374143	-	protein_coding	2.274820499	2.199697013	2.150860958	1.451043842	1.854220767	2.337274497
ENSSSCG00000004261	-	chr1:44899219-44899545	+	protein_coding	0.962161	2.267426	1.170884	2.767468	2.29574	1.508144
ENSSSCG00000004262	KPNA5	chr1:44900494-44940551	-	protein_coding	1.412734919	1.640279806	1.127373889	1.417800788	1.189363487	1.349740872
ENSSSCG00000004263	ZUP1	chr1:44939951-44997337	+	protein_coding	0.468399107	0.626878885	0.583442571	0.827346383	0.726138131	0.672271875
ENSSSCG00000004272	LMBRD1	chr1:49868604-49977965	-	protein_coding	3.133019929	2.673301667	3.205846647	3.207906682	3.959990212	4.832708629
ENSSSCG00000004275	FAM135A	chr1:50579706-50716358	+	protein_coding	2.917876368	3.24313568	2.368239152	2.71744566	3.284077828	2.953865166
ENSSSCG00000004276	SMAP1	chr1:50721676-50942991	+	protein_coding	6.947973543	6.508737197	7.66640588	7.113457778	7.26652019	7.20223794
ENSSSCG00000004279	OGFRL1	chr1:51313003-51332328	+	protein_coding	7.180559373	13.76070966	6.669529474	10.66185067	21.39164221	9.656536849
ENSSSCG00000004280	RIMS1	chr1:51785495-52244934	+	protein_coding	13.63212166	14.86021001	15.86397023	16.25060625	17.81634072	17.86052468
ENSSSCG00000004289	CEP162	chr1:53332433-53442399	-	protein_coding	1.526783001	1.311233713	1.363571	1.587735703	1.522505465	1.321212433
ENSSSCG00000004290	TBX18	chr1:53837454-53867475	-	protein_coding	1.782257	1.591207	1.39565	3.378078	2.8057	2.030044
ENSSSCG00000004291	NT5E	chr1:54400810-54448742	+	protein_coding	1.454538	2.823244	2.615542	2.022131	2.092464	4.38342
ENSSSCG00000004293	SNX14	chr1:54460640-54547216	-	protein_coding	6.948245708	7.408393957	7.311717085	9.006221396	7.627469376	8.305992339
ENSSSCG00000004294	SYNCRIP	chr1:54563113-54598407	-	protein_coding	9.989864618	11.74588163	10.65175393	14.01513754	13.42795705	12.51021531
ENSSSCG00000004300	SMIM8	chr1:55753908-55766869	+	protein_coding	2.106309	1.977277	1.38068	1.336241	2.016336	1.398362
ENSSSCG00000004303	RARS2	chr1:55893480-55982068	-	protein_coding	3.13708229	3.159348927	4.157399393	3.479328993	3.928797185	4.204709016
ENSSSCG00000004304	SLC35A1	chr1:55788530-55895769	+	protein_coding	1.528387531	1.618556244	2.010454263	2.020672621	1.522090936	2.636541023
ENSSSCG00000004306	ORC3	chr1:55954159-56042895	+	protein_coding	1.534681534	1.639837012	1.517427696	1.834070944	1.91147966	1.67481624
ENSSSCG00000004307	-	chr1:56043345-56070164	-	protein_coding	12.3432307	10.79200141	13.31831929	10.85830611	7.371090954	11.493845
ENSSSCG00000004311	RNGTT	chr1:56852863-57061972	-	protein_coding	4.773439801	5.18150158	4.923655192	5.35669782	4.346549563	4.961254074
ENSSSCG00000004314	PM20D2	chr1:57188535-57219233	+	protein_coding	4.969485	4.501357	5.420427	5.141084	4.641332	4.146115
ENSSSCG00000004317	UBE2J1	chr1:57337079-57364390	-	protein_coding	3.320836936	3.592683597	2.696308291	3.772831517	3.761452514	3.286377676
ENSSSCG00000004318	RRAGD	chr1:57374051-57424061	-	protein_coding	23.8714787	23.81499659	20.72930639	17.44246395	16.47193846	22.49945334
ENSSSCG00000004322	ANKRD6	chr1:57438000-57645958	+	protein_coding	7.13332006	4.429482065	3.970870487	6.062998416	4.235969796	3.4843214
ENSSSCG00000004324	-	chr1:57649125-57654841	-	lncRNA	4.89381495	3.595468394	4.667795105	3.608516284	4.682689855	4.788019942
ENSSSCG00000004328	MDN1	chr1:57660224-57826368	-	protein_coding	5.41348	4.51297	5.030059	5.809437	4.882641	4.786096
ENSSSCG00000004331	CASP8AP2	chr1:57834116-57864844	+	protein_coding	1.621792951	1.405420076	1.319269681	1.708182468	1.538914009	1.530358315
ENSSSCG00000004332	BACH2	chr1:57899789-58204839	-	protein_coding	1.619174	1.589232	1.241054	1.969974	1.110021	1.978411
ENSSSCG00000004334	MAP3K7	chr1:58481956-58548057	-	protein_coding	5.962362857	6.469788058	5.90578071	5.180073226	4.884389751	5.960855182
ENSSSCG00000004336	EPHA7	chr1:60771571-60944038	-	protein_coding	4.093103	5.010065	5.755195	5.478264	5.942016	6.324575
ENSSSCG00000004339	UFL1	chr1:63638592-63700481	+	protein_coding	9.865083722	9.941044361	9.844562215	10.9989368	10.96353206	11.01573914
ENSSSCG00000004340	FHL5	chr1:63705936-63754067	+	protein_coding	2.10932932	1.403869272	1.287309557	0.528697721	1.450513847	0.219841934
ENSSSCG00000004342	NDUFAF4	chr1:64034406-64044800	-	protein_coding	3.015486	4.155069	4.234392	3.40461	3.824841	2.980779
ENSSSCG00000004347	FBXL4	chr1:65872119-65935703	-	protein_coding	4.779731115	5.741106526	4.863700349	5.305154313	5.989567192	5.004354182
ENSSSCG00000004349	FAXC	chr1:66232163-66346572	-	protein_coding	14.02124009	13.65646929	13.49362787	13.33029022	13.81807505	12.73690656
ENSSSCG00000004351	USP45	chr1:66387603-66454741	-	protein_coding	2.60030006	2.838295863	2.442095698	3.175797938	2.254435881	2.70177369
ENSSSCG00000004353	CCNC	chr1:66471781-66499188	-	protein_coding	1.879003789	2.381100025	2.257673203	2.578736907	2.391112754	2.43331804
ENSSSCG00000004355	-	chr1:66579143-66579910	-	protein_coding	2.809157	0.87996	1.949023	1.229545	1.314115	0.240096
ENSSSCG00000004358	ASCC3	chr1:67331941-67657085	-	protein_coding	5.865611	6.78756	5.815030912	6.647998	6.631463389	6.237161
ENSSSCG00000004364	HACE1	chr1:70993341-71105012	-	protein_coding	3.767570871	2.638505434	3.084111989	3.09643006	2.962441628	2.711994182
ENSSSCG00000004366	BVES	chr1:71314274-71360176	-	protein_coding	19.26352748	15.86381028	18.84115227	16.9940389	18.06954892	18.44247176
ENSSSCG00000004367	POPDC3	chr1:71380768-71400192	-	protein_coding	22.399645	18.643862	19.47237	19.865747	20.907648	24.042089
ENSSSCG00000004368	PREP	chr1:71495194-71701093	-	protein_coding	12.04211097	10.90836567	13.50909884	11.6892887	11.00728644	12.27159054
ENSSSCG00000004369	PRDM1	chr1:72311880-72335466	+	protein_coding	0.397749466	0.604716547	0.408556751	1.050308717	1.185017926	0.84000176
ENSSSCG00000004370	ATG5	chr1:72270799-72520453	-	protein_coding	1.428815199	1.677166608	1.554237409	1.777848462	1.815905109	1.831064406
ENSSSCG00000004371	CRYBG1	chr1:72515942-72826360	+	protein_coding	0.647122247	0.919193966	0.808145884	0.987458795	1.109050692	1.050980428
ENSSSCG00000004373	RTN4IP1	chr1:72762840-72815540	-	protein_coding	5.463786076	5.223813511	6.403956042	5.186590817	6.681440088	5.655518905
ENSSSCG00000004374	QRSL1	chr1:72815612-72846866	+	protein_coding	8.033249224	7.422064608	7.002712103	6.937347557	9.787228351	7.530186628
ENSSSCG00000004379	SOBP	chr1:73549307-73722403	+	protein_coding	2.167508145	3.831852299	2.728671259	3.904280682	2.465887028	2.957882746
ENSSSCG00000004382	SEC63	chr1:74000684-74078582	-	protein_coding	7.176316669	8.000742081	7.836290268	9.666103047	8.350726449	7.552170779
ENSSSCG00000004383	OSTM1	chr1:74139330-74181084	-	protein_coding	2.920697	4.247571	4.611363	4.379656	3.289827	4.417048
ENSSSCG00000004385	SNX3	chr1:74306453-74349335	-	protein_coding	57.54013188	61.18409463	56.90297343	52.20657526	57.66304841	64.07651977
ENSSSCG00000004387	-	chr1:74628217-74760328	+	protein_coding	32.906967	32.717236	30.777935	36.111675	26.60751	29.984339
ENSSSCG00000004388	ARMC2	chr1:74923842-75116784	+	protein_coding	1.390218946	1.315591906	1.839557431	1.580259001	0.968731454	1.33718298
ENSSSCG00000004390	SESN1	chr1:75033098-75169987	-	protein_coding	11.55467726	12.80167361	14.96204067	11.10709455	12.93738828	11.10848653
ENSSSCG00000004392	AMD1	chr1:76839731-76863738	+	protein_coding	16.258795	17.429333	18.350965	14.858706	18.712358	21.825941
ENSSSCG00000004393	GTF3C6	chr1:76896083-76909755	+	protein_coding	8.200306	7.831529	8.812418	10.635702	9.516319	8.896955
ENSSSCG00000004394	RPF2	chr1:76917185-77131431	+	protein_coding	0.858939155	0.919285227	1.352062598	1.527243567	0.727515129	1.168169508
ENSSSCG00000004399	SLC22A16	chr1:76423352-76467576	-	protein_coding	4.729218	4.706821	2.22211	3.969618	2.530079	2.708355
ENSSSCG00000004401	DDO	chr1:76390493-76417301	-	protein_coding	5.996078294	17.01487858	18.6152182	18.45250109	19.35100368	18.93995516
ENSSSCG00000004402	METTL24	chr1:76219492-76367782	-	protein_coding	1.445090304	1.391916764	1.394134213	1.002068962	1.18384409	1.481492647
ENSSSCG00000004403	CDC40	chr1:76179164-76232959	+	protein_coding	8.608584	8.339208	9.254135	9.956576	10.123408	9.505463
ENSSSCG00000004405	FIG4	chr1:75692932-75847528	+	protein_coding	4.46640979	4.704958046	4.735007942	4.890920074	4.588732939	5.651608844
ENSSSCG00000004408	SMPD2	chr1:75508350-75512159	+	protein_coding	3.561878	3.137645	3.149677	2.860084	2.397917	2.765793
ENSSSCG00000004411	ZBTB24	chr1:75531035-75548785	-	protein_coding	3.852044935	4.91639748	2.953453389	4.162324992	3.304810361	3.601455242
ENSSSCG00000004412	MICAL1	chr1:75511693-75522765	-	protein_coding	13.06416944	17.5446325	9.708637935	13.70793951	8.198312256	17.213379
ENSSSCG00000004414	CD164	chr1:75441568-75458145	-	protein_coding	38.55218371	33.77997474	38.54141095	33.7736525	41.91556385	35.64482017
ENSSSCG00000004419	SLC16A10	chr1:76998359-77138639	+	protein_coding	2.767692033	1.910696168	1.910060538	1.090437198	1.961131196	1.64993089
ENSSSCG00000004420	TRAF3IP2	chr1:77480926-77541210	-	protein_coding	3.322459823	4.302691832	5.086043615	4.148347299	5.838195156	3.696131942
ENSSSCG00000004421	FYN	chr1:77585439-77810581	-	protein_coding	11.90474637	14.62324335	8.091058455	9.616156614	11.23057545	17.85634011
ENSSSCG00000004423	TUBE1	chr1:78018429-78048452	-	protein_coding	0.569902592	0.618746539	0.736022919	0.768388874	0.529467951	0.472981515
ENSSSCG00000004425	LAMA4	chr1:78071446-78224365	-	protein_coding	35.130241	42.871639	40.403858	45.465431	38.805679	58.696434
ENSSSCG00000004432	HDAC2	chr1:79863094-79901585	-	protein_coding	3.971393476	3.54731597	3.821642237	5.104783135	4.306238591	4.104970564
ENSSSCG00000004433	HS3ST5	chr1:79955657-80243797	-	protein_coding	0.771714	1.378139	1.035155	1.072287	1.03267	1.186936
ENSSSCG00000004435	NT5DC1	chr1:81746022-81881113	+	protein_coding	0.531412	0.700866	1.020271	0.73792	0.961916	0.837538
ENSSSCG00000004438	TSPYL1	chr1:81908075-81909613	-	protein_coding	42.044502	34.68668	34.439507	41.929466	31.150679	27.063959
ENSSSCG00000004441	-	chr1:81934679-82063005	+	protein_coding	1.888633697	2.835757959	4.084052703	2.38113713	4.216745963	3.251892483
ENSSSCG00000004446	RWDD1	chr1:82161738-82182180	+	protein_coding	13.63577127	17.96279934	18.55901083	18.06904581	17.36803863	14.64821376
ENSSSCG00000004454	ME1	chr1:82794964-82991104	+	protein_coding	1.003460043	1.343287684	1.040910809	0.786637084	1.50943641	1.668039781
ENSSSCG00000004456	PGM3	chr1:83003655-83029899	+	protein_coding	2.926368	4.113518	3.025593	3.412262	2.594515	3.972696
ENSSSCG00000004457	DOP1A	chr1:83026494-83137427	-	protein_coding	5.137099079	4.073368667	4.398897492	4.607111129	4.447128044	3.917624403
ENSSSCG00000004458	TPBG	chr1:83847812-83850881	-	protein_coding	1.026031236	0.677593866	0.704253465	0.929778114	0.564026732	0.480648542
ENSSSCG00000004460	IBTK	chr1:83973560-84070766	+	protein_coding	5.748582596	6.825338551	6.246580934	7.78146954	7.407974339	7.936701082
ENSSSCG00000004464	TENT5A	chr1:84545201-84552135	+	protein_coding	17.301937	7.556196	8.228703	20.717592	16.70228	7.781633
ENSSSCG00000004465	BCKDHB	chr1:85715203-86017600	-	protein_coding	23.68127224	21.89391381	21.14108314	18.0451937	16.52678254	20.05015265
ENSSSCG00000004470	HMGN3	chr1:86953923-86987465	+	protein_coding	31.37824441	37.66100869	37.6297684	40.45854271	41.18465551	34.55398493
ENSSSCG00000004472	IRAK1BP1	chr1:87290824-87329717	-	protein_coding	1.257754	1.123103	1.097507	1.357458	1.200856	0.910313
ENSSSCG00000004473	PHIP	chr1:87117111-87243496	+	protein_coding	8.262988175	7.723189993	6.028917678	9.528332502	8.315114415	7.327659037
ENSSSCG00000004478	MYO6	chr1:89992866-90137734	-	protein_coding	3.081675337	3.259213821	3.841158317	3.480452166	2.74059455	3.486187131
ENSSSCG00000004479	FILIP1	chr1:90388400-90638574	+	protein_coding	33.73879672	35.50934598	35.78291161	38.0877757	29.04764944	36.65531197
ENSSSCG00000004480	COX7A2	chr1:90696698-90703410	+	protein_coding	71.77315289	85.50842671	91.81798814	71.92381237	79.20782373	93.88805055
ENSSSCG00000004484	COL12A1	chr1:90744429-90875118	+	protein_coding	2.351608971	3.474236934	3.538077106	11.92690115	2.884758579	6.183109179
ENSSSCG00000004485	CD109	chr1:92048461-92286747	-	protein_coding	0.787395351	0.989894684	1.186896059	1.055228771	1.173777336	1.084825839
ENSSSCG00000004486	SLC17A5	chr1:92286841-92342786	+	protein_coding	0.680791526	0.705639887	0.88116499	0.823031263	0.866013989	0.818933459
ENSSSCG00000004487	MTO1	chr1:92447164-92483236	-	protein_coding	7.372032	5.91589	6.23521	5.998244	6.123152	6.3908
ENSSSCG00000004489	-	chr1:92421005-92488565	+	protein_coding	234.4992676	211.1067945	207.9593067	255.9858909	250.6332846	233.0070998
ENSSSCG00000004490	SETBP1	chr1:94295637-94663029	+	protein_coding	20.290482	13.70485	14.577109	15.464769	19.897573	17.197964
ENSSSCG00000004498	HAUS1	chr1:95756244-95780758	+	protein_coding	1.139287605	1.039785596	1.135569725	1.294179623	1.508956596	0.951162086
ENSSSCG00000004499	ATP5F1A	chr1:95625800-95750875	-	protein_coding	86.41320016	84.13401862	87.77247673	73.50452141	72.39001516	75.20164858
ENSSSCG00000004500	C18orf25	chr1:95809187-95895027	+	protein_coding	10.57893682	10.79117793	10.09478475	10.03047712	10.96218368	9.713905163
ENSSSCG00000004502	RNF165	chr1:95951414-96066949	+	protein_coding	0.487817699	1.473548376	1.126431429	1.030064118	0.721921105	1.226709938
ENSSSCG00000004505	SMAD2	chr1:97415716-97511358	-	protein_coding	3.351879458	4.027989586	2.910897079	4.480382359	2.964827067	4.251451608
ENSSSCG00000004506	CTIF	chr1:98133342-98456433	+	protein_coding	9.468274154	6.388575118	8.882924509	10.6523976	10.91216277	6.222870786
ENSSSCG00000004507	SMAD7	chr1:98510229-98542382	-	protein_coding	3.191566099	4.516802669	2.73215456	4.816802702	2.183076085	5.457963569
ENSSSCG00000004508	DYM	chr1:98638339-99024642	-	protein_coding	6.620993366	4.75712733	6.66239218	4.290890326	5.638516	5.137968641
ENSSSCG00000004510	ACAA2	chr1:99280800-99332381	-	protein_coding	31.34694424	34.11187827	35.79986961	32.37510955	40.37447675	33.76751656
ENSSSCG00000004516	MBD1	chr1:99848184-99917328	-	protein_coding	3.696254459	3.255038244	3.753225872	3.397641425	3.254647889	3.228486139
ENSSSCG00000004517	CXXC1	chr1:99934497-99940130	-	protein_coding	9.119101565	7.193255002	7.667222136	8.350126311	7.501635909	7.415412183
ENSSSCG00000004522	ME2	chr1:100419427-100476761	+	protein_coding	6.480149735	6.187292181	5.776124646	7.559559998	8.034761717	7.972619633
ENSSSCG00000004524	SMAD4	chr1:100514791-100628029	+	protein_coding	25.63865955	28.78117797	28.99616816	24.50895064	29.67704404	31.95878531
ENSSSCG00000004528	MBD2	chr1:103683065-103752427	-	protein_coding	5.990377208	8.12113513	8.159522588	8.998422178	7.928562773	7.548118052
ENSSSCG00000004529	POLI	chr1:103794071-103824646	+	protein_coding	1.735611269	1.414762241	1.135546185	1.73438062	1.709934939	1.431722664
ENSSSCG00000004534	CCDC68	chr1:104424001-104474489	-	protein_coding	2.266415	3.638879	2.493011	3.086834	2.742581	2.377185
ENSSSCG00000004535	TCF4	chr1:104719137-105079919	-	protein_coding	23.00555246	31.85965981	27.20429893	33.70048488	29.98913904	37.5835712
ENSSSCG00000004537	TXNL1	chr1:105973628-106013574	-	protein_coding	11.67945156	12.83721569	11.1554504	12.45309355	12.00269502	11.82865144
ENSSSCG00000004538	WDR7	chr1:106036029-106411724	+	protein_coding	5.673914489	5.509431355	7.002338182	6.606260067	6.760619652	6.996719187
ENSSSCG00000004541	FECH	chr1:106854002-106898418	-	protein_coding	8.877789839	9.6860516	10.04459725	8.500598111	5.830861722	8.603685597
ENSSSCG00000004542	NARS1	chr1:106911277-106933118	-	protein_coding	25.374846	24.531837	26.744322	23.879229	30.562315	27.288589
ENSSSCG00000004543	MTFMT	chr1:106970640-107001564	+	protein_coding	14.59314	12.915149	12.525582	13.009432	12.227831	10.521194
ENSSSCG00000004544	SPG21	chr1:106970656-107036347	+	protein_coding	3.437081063	2.617120681	2.42179621	2.273517839	2.620503767	3.122996432
ENSSSCG00000004547	-	chr1:107186288-107219320	-	protein_coding	3.967988502	4.677222535	4.974363278	4.848994428	4.455926478	6.167791861
ENSSSCG00000004549	RBPMS2	chr1:107259351-107296526	+	protein_coding	54.558723	70.938377	55.328362	70.445404	82.253822	69.296623
ENSSSCG00000004550	OAZ2	chr1:107325190-107341469	+	protein_coding	30.5520224	34.38636924	37.1709476	27.50261831	29.11799597	30.5078569
ENSSSCG00000004551	ZNF609	chr1:107340541-107583273	-	protein_coding	8.559582	8.118558	8.17983971	9.281266	8.663828	6.875734
ENSSSCG00000004552	TRIP4	chr1:107586031-107655214	-	protein_coding	2.062717127	2.413140896	2.359334414	2.254810447	2.35327107	2.116842179
ENSSSCG00000004558	CSNK1G1	chr1:107690065-107884045	+	protein_coding	1.682239727	2.119246687	1.460544012	2.237364064	1.614353998	2.380407087
ENSSSCG00000004561	HERC1	chr1:108205580-108403885	+	protein_coding	18.19659226	16.989423	15.80257266	17.58605591	15.37600802	17.159528
ENSSSCG00000004569	LACTB	chr1:108909690-108924511	-	protein_coding	12.10809547	12.66480275	12.31874762	9.670625416	9.465291215	9.951195599
ENSSSCG00000004570	TPM1	chr1:108986981-109019440	-	protein_coding	272.3351313	303.0407017	305.9860188	277.1578011	296.8266069	335.4214506
ENSSSCG00000004572	-	chr1:109825438-109827177	+	protein_coding	1.542307	1.668216	1.949618	0.376501	0.328339	0.328191
ENSSSCG00000004576	RORA	chr1:110719190-111477703	+	protein_coding	7.601406658	5.731605063	9.102826226	8.069702727	7.72684617	8.559169818
ENSSSCG00000004577	ICE2	chr1:111489760-111561910	+	protein_coding	2.789644537	2.98177103	3.421543309	3.487380788	3.34574231	3.485553488
ENSSSCG00000004578	-	chr1:111588306-111635064	+	protein_coding	9.144284538	10.26010431	12.12162798	11.39490737	15.36764047	20.63106397
ENSSSCG00000004582	BNIP2	chr1:112343559-112370404	+	protein_coding	6.591449979	8.098691913	7.39173488	9.392201083	6.831651972	8.235379326
ENSSSCG00000004583	-	chr1:112344223-112399541	+	protein_coding	4.604794292	5.432641595	6.68458672	5.113456864	5.349113122	6.516900108
ENSSSCG00000004584	GCNT3	chr1:112422879-112540983	-	protein_coding	0.353058808	0.44478606	1.004686879	1.232854784	0.331522622	1.119149307
ENSSSCG00000004586	FAM81A	chr1:112548263-112620747	-	protein_coding	9.418438342	16.30989021	13.44764309	13.35456296	6.364075052	13.39691663
ENSSSCG00000004587	MYO1E	chr1:112677810-112901999	+	protein_coding	15.70745133	10.86962803	16.32608469	13.49480861	13.87424271	15.18837969
ENSSSCG00000004589	RNF111	chr1:112961412-113059543	-	protein_coding	8.501584287	7.961384674	8.145962103	7.087709796	8.867350747	9.1952615
ENSSSCG00000004592	SLTM	chr1:113084864-113136625	+	protein_coding	6.007787754	7.214057923	6.155586435	9.434517624	8.709399011	7.711867356
ENSSSCG00000004595	ADAM10	chr1:113289197-113413569	+	protein_coding	4.740362184	6.068386917	6.100292647	6.191537658	4.540595737	6.210072431
ENSSSCG00000004596	LIPC	chr1:113433679-113604306	-	protein_coding	2.426523	0.839013	2.068503832	0.838888	1.839575247	2.366274926
ENSSSCG00000004598	-	chr1:114287626-114386473	-	protein_coding	41.64511266	76.40686741	54.85460781	75.66629479	44.44615876	63.18903416
ENSSSCG00000004600	TCF12	chr1:114682295-115056366	-	protein_coding	5.692869738	5.967781208	5.319669177	7.150240697	6.985764343	7.753264565
ENSSSCG00000004601	MNS1	chr1:115471922-115553524	+	protein_coding	0.825834161	0.810249	1.506731363	0.151291	0.731743794	0.214123
ENSSSCG00000004602	TEX9	chr1:115526738-115734194	-	protein_coding	1.71534458	1.790672328	1.886290136	2.436019858	1.789117868	1.701354411
ENSSSCG00000004603	RFX7	chr1:115734344-115871086	+	protein_coding	5.057535	4.412104	4.848238	4.253902	5.373474	4.10989
ENSSSCG00000004607	PYGO1	chr1:116292642-116322415	+	protein_coding	1.648185779	0.96681323	0.915150525	1.043186715	0.807046244	1.292203407
ENSSSCG00000004610	CCPG1	chr1:116425654-116522390	+	protein_coding	12.7813741	14.07668868	15.0517907	19.32517324	12.73943934	15.71350488
ENSSSCG00000004612	RAB27A	chr1:116533024-116605199	+	protein_coding	1.592318976	1.241089389	1.504681698	0.891202979	1.394424601	1.22720688
ENSSSCG00000004617	FAM214A	chr1:119020990-119124468	+	protein_coding	18.78048083	15.09932835	20.93136831	17.40311732	19.74992149	14.46061578
ENSSSCG00000004620	MYO5A	chr1:119134313-119394725	+	protein_coding	5.233971869	5.169669108	5.45328171	5.812141936	5.841968879	6.014989251
ENSSSCG00000004622	GNB5	chr1:119484397-119589868	+	protein_coding	13.50165105	10.94531476	14.60736138	10.00609274	4.62934394	17.25588417
ENSSSCG00000004624	MAPK6	chr1:119725029-119771312	-	protein_coding	9.931258111	9.842521191	9.297237275	12.42416231	9.907552006	13.5776126
ENSSSCG00000004625	LEO1	chr1:119805039-119897073	+	protein_coding	2.530579279	2.540871061	2.27371263	3.34474078	2.650037087	2.833949279
ENSSSCG00000004626	TMOD3	chr1:119862244-119948883	-	protein_coding	4.892628879	7.049486192	4.089007414	6.610138161	5.877432227	7.405656551
ENSSSCG00000004628	TMOD2	chr1:119956588-120009364	-	protein_coding	1.375960871	2.277821474	2.339867629	3.241449815	1.622769294	4.171517043
ENSSSCG00000004632	GLDN	chr1:120322432-120399041	-	protein_coding	0.254122	0.966086	0.591664	0.719346	0.568356	0.63445
ENSSSCG00000004634	AP4E1	chr1:120807328-120946052	-	protein_coding	2.598379097	2.79309575	2.704708888	3.040948622	2.892525752	2.935456057
ENSSSCG00000004635	SPPL2A	chr1:121066674-121134891	+	protein_coding	8.081205721	7.762517584	8.877292281	7.494537813	9.386857189	7.750077889
ENSSSCG00000004636	TRPM7	chr1:121146115-121250224	+	protein_coding	16.23080028	17.85576014	18.86482488	20.74982997	20.09058427	15.813809
ENSSSCG00000004639	USP8	chr1:121306030-121376099	-	protein_coding	6.386219305	7.954819414	7.291496097	9.801851931	8.287877883	8.171784743
ENSSSCG00000004645	GABPB1	chr1:121413506-121489806	+	protein_coding	0.779824309	0.910250607	0.835105733	1.12607216	0.919142419	0.966759876
ENSSSCG00000004647	DTWD1	chr1:122118951-122139272	-	protein_coding	1.794650673	1.910393371	1.890534249	2.871300109	1.397093846	1.646300686
ENSSSCG00000004651	GALK2	chr1:122215878-122542224	-	protein_coding	1.655899044	1.337518709	1.86100945	3.024619423	1.540887022	1.487942098
ENSSSCG00000004652	COPS2	chr1:122542411-122578858	+	protein_coding	8.005200415	8.844025628	8.116568751	11.61726016	8.783985906	8.384928513
ENSSSCG00000004653	SECISBP2L	chr1:122633736-122688604	+	protein_coding	15.61807962	11.00520173	11.73130669	12.08062168	13.81541597	12.86339594
ENSSSCG00000004656	-	chr1:122811556-122812131	-	protein_coding	15.192778	23.657158	23.275179	31.474709	25.491198	37.196556
ENSSSCG00000004658	FBN1	chr1:123102009-123359649	+	protein_coding	30.93053245	43.04062124	38.47195849	31.36654428	30.29137654	74.68349728
ENSSSCG00000004661	MYEF2	chr1:123582433-123638239	+	protein_coding	0.989608501	0.969016369	1.160957192	1.398231269	1.035960553	1.405202138
ENSSSCG00000004663	SEMA6D	chr1:123987530-124307241	-	protein_coding	4.857034865	4.859606841	5.086212091	5.420278048	5.65800635	6.100897883
ENSSSCG00000004666	-	chr1:126076158-126137062	-	protein_coding	2.566970193	2.353957312	3.463472749	2.100596298	1.899780971	2.388770078
ENSSSCG00000004668	SLC30A4	chr1:126237032-126268102	+	protein_coding	2.025586065	1.817221273	1.683008989	1.659153178	1.257235616	2.218999745
ENSSSCG00000004671	SPATA5L1	chr1:126313401-126335391	-	protein_coding	2.665195	2.906704	2.371853431	2.068964742	2.519236057	2.159699511
ENSSSCG00000004672	GATM	chr1:126361945-126380872	+	protein_coding	1.319428	1.649784	1.154534	1.503629	1.532469	1.986959
ENSSSCG00000004674	SHF	chr1:126549747-126570659	+	protein_coding	5.429501211	2.636377662	3.466111	3.574712709	6.142210846	2.218469943
ENSSSCG00000004679	SORD	chr1:126655135-126700858	-	protein_coding	0.846491	1.42396	0.841701	1.089891	1.632665	0.954205
ENSSSCG00000004680	TERB2	chr1:126739469-126768708	-	protein_coding	0.45067	1.372602	0.794046	1.197317	1.676521	0.742963
ENSSSCG00000004684	SPG11	chr1:126890892-126998059	+	protein_coding	3.397100475	2.875423975	3.520446132	2.788470082	2.848743764	4.016147957
ENSSSCG00000004687	B2M	chr1:126835143-126981582	-	protein_coding	21.85887107	33.36328169	29.71671606	20.73014228	25.0329793	36.06619315
ENSSSCG00000004691	EIF3J	chr1:126997199-127019148	-	protein_coding	28.0199472	30.58440375	32.18052645	37.78343715	23.76349932	23.72950157
ENSSSCG00000004694	FRMD5	chr1:127317728-127650666	+	protein_coding	5.0901854	3.531982586	9.549029505	3.938574877	2.680025008	5.959171677
ENSSSCG00000004695	WDR76	chr1:127652887-127741354	-	protein_coding	1.893136092	1.392718551	1.684079047	2.007024431	1.937483745	1.428543982
ENSSSCG00000004699	ELL3	chr1:127781403-127784844	+	protein_coding	2.06157	2.374326	3.275218	2.027185	0.573	2.381659
ENSSSCG00000004700	PDIA3	chr1:127785772-127814196	-	protein_coding	51.39946	54.495197	58.758625	59.081982	58.318695	62.780716
ENSSSCG00000004701	CATSPER2	chr1:127814343-127829436	+	protein_coding	1.338388665	1.877820304	1.440242665	1.604759625	2.102325546	1.851464918
ENSSSCG00000004704	PPIP5K1	chr1:127865562-127915451	+	protein_coding	5.178032383	4.644666306	4.991356482	3.806357461	4.856142677	4.501441373
ENSSSCG00000004705	MAP1A	chr1:127916644-127936955	-	protein_coding	10.42369415	15.37887979	16.43721893	15.857024	7.909073649	14.6178054
ENSSSCG00000004708	TUBGCP4	chr1:128017291-128083946	-	protein_coding	1.312306065	1.40728066	1.380166984	1.205813651	1.370525888	1.476726239
ENSSSCG00000004709	ZSCAN29	chr1:128084050-128094617	+	protein_coding	3.143179599	2.447827893	2.227667381	2.003498929	2.536954532	2.080957848
